Sample	seqnames	start	end	width	Tool.Result	GS.Result	OL.Ratio
TCGA-4N-A93T-01A	chr3	66000001	66015277	15277	1	1	0.015277
TCGA-4N-A93T-01A	chr3	66015278	66070641	55364	1	0	0.055364
TCGA-4N-A93T-01A	chr3	66070642	67000000	929359	0	0	0
TCGA-4N-A93T-01A	chr3	67000001	68000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	68000001	69000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	69000001	70000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	70000001	71000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	71000001	72000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	72000001	73000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	73000001	74000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	74000001	75000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	75000001	76000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	76000001	77000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	77000001	78000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	78000001	79000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	79000001	80000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	80000001	81000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	81000001	82000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	82000001	83000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	83000001	84000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	84000001	85000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	85000001	86000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	86000001	87000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	87000001	88000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	88000001	89000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	89000001	90000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	90000001	91000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	91000001	92000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	92000001	93000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	93000001	94000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	94000001	95000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	95000001	96000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	96000001	97000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	97000001	98000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	98000001	99000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	99000001	100000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	100000001	101000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	101000001	102000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	102000001	103000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	103000001	104000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	104000001	105000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	105000001	106000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	106000001	107000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	107000001	108000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	108000001	109000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	109000001	110000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	110000001	111000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	111000001	112000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	112000001	113000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	113000001	114000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	114000001	115000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	115000001	116000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	116000001	117000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	117000001	118000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	118000001	119000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	119000001	120000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	120000001	121000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	121000001	122000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	122000001	123000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	123000001	124000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	124000001	125000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	125000001	126000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	126000001	127000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	127000001	128000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	128000001	129000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	129000001	130000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	130000001	131000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	131000001	132000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	132000001	133000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	133000001	134000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	134000001	135000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	135000001	136000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	136000001	137000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	137000001	138000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	138000001	139000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	139000001	140000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	140000001	141000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	141000001	142000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	142000001	143000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	143000001	144000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	144000001	145000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	145000001	146000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	146000001	147000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	147000001	148000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	148000001	149000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	149000001	150000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	150000001	151000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	151000001	152000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	152000001	153000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	153000001	154000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	154000001	155000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	155000001	156000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	156000001	157000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	157000001	158000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	158000001	159000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	159000001	160000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	160000001	161000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	161000001	162000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	162000001	163000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	163000001	164000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	164000001	165000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	165000001	166000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	166000001	167000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	167000001	168000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	168000001	169000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	169000001	170000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	170000001	171000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	171000001	172000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	172000001	173000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	173000001	174000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	174000001	175000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	175000001	176000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	176000001	177000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	177000001	178000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	178000001	179000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	179000001	180000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	180000001	181000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	181000001	182000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	182000001	183000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	183000001	184000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	184000001	185000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	185000001	186000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	186000001	187000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	187000001	188000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	188000001	189000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	189000001	190000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	190000001	191000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	191000001	192000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	192000001	193000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	193000001	194000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	194000001	195000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	195000001	196000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	196000001	197000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	197000001	198000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	198000001	198295559	295559	0	0	0
TCGA-4N-A93T-01A	chr20	1	94158	94158	0	0	0
TCGA-4N-A93T-01A	chr20	94159	330164	236006	0	1	0
TCGA-4N-A93T-01A	chr20	330165	1000000	669836	1	1	0.669836
TCGA-4N-A93T-01A	chr20	1000001	2000000	1000000	1	1	1
TCGA-4N-A93T-01A	chr20	2000001	3000000	1000000	1	1	1
TCGA-4N-A93T-01A	chr20	3000001	4000000	1000000	1	1	1
TCGA-4N-A93T-01A	chr20	4000001	4316013	316013	1	1	0.316013
TCGA-4N-A93T-01A	chr20	4316014	4662695	346682	1	0	0.346682
TCGA-4N-A93T-01A	chr20	4662696	5000000	337305	0	0	0
TCGA-4N-A93T-01A	chr20	5000001	6000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	6000001	7000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	7000001	8000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	8000001	9000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	9000001	10000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	10000001	11000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	11000001	12000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	12000001	13000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	13000001	14000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	14000001	15000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	15000001	16000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	16000001	17000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	17000001	18000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	18000001	19000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	19000001	20000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	20000001	21000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	21000001	22000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	22000001	23000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	23000001	24000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	24000001	25000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	25000001	26000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	26000001	26069054	69054	0	0	0
TCGA-4N-A93T-01A	chr20	26069055	27000000	930946	1	0	0.930946
TCGA-4N-A93T-01A	chr20	27000001	28000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr20	28000001	28100000	100000	1	0	0.1
TCGA-4N-A93T-01A	chr20	28100001	29000000	900000	0	0	0
TCGA-4N-A93T-01A	chr20	29000001	30000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	30000001	31000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	31000001	32000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	32000001	33000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	33000001	34000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	34000001	35000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	35000001	36000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	36000001	37000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	37000001	38000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	38000001	39000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	39000001	40000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	40000001	41000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	41000001	42000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	42000001	43000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	43000001	44000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	44000001	45000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	45000001	46000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	46000001	47000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	47000001	48000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	48000001	49000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	49000001	50000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	50000001	51000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	51000001	52000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	52000001	53000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	53000001	54000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	54000001	55000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	55000001	56000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	56000001	57000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	57000001	58000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	58000001	59000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	59000001	60000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	60000001	61000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	61000001	62000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	62000001	63000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	63000001	64000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr20	64000001	64444167	444167	0	0	0
TCGA-A6-2677-01A	chr12	1	1000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	1000001	2000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	2000001	3000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	3000001	4000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	4000001	5000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	5000001	6000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	6000001	7000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	7000001	8000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	8000001	9000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	9000001	10000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	10000001	11000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	11000001	12000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	12000001	13000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	13000001	14000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	14000001	15000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	15000001	16000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	16000001	17000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	17000001	18000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	18000001	19000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	19000001	20000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	20000001	21000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	21000001	22000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	22000001	23000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	23000001	24000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	24000001	25000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	25000001	26000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	26000001	27000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	27000001	28000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	28000001	29000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	29000001	30000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	30000001	31000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	31000001	32000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	32000001	33000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	33000001	34000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	34000001	35000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	35000001	36000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	36000001	37000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	37000001	38000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	38000001	39000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	39000001	40000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	40000001	41000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	41000001	42000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	42000001	43000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	43000001	44000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	44000001	45000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	45000001	46000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	46000001	47000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	47000001	48000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	48000001	49000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	49000001	50000000	1000000	0	0	0
TCGA-A6-2677-01A	chr12	50000001	50354028	354028	0	0	0
TCGA-A6-2677-01A	chr12	50354029	50510006	155978	1	0	0.155978
TCGA-A6-2677-01A	chr12	50510007	51000000	489994	1	1	0.489994
TCGA-A6-2677-01A	chr12	51000001	52000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	52000001	53000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	53000001	54000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	54000001	55000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	55000001	55220953	220953	1	1	0.220953
TCGA-A6-2677-01A	chr12	55220954	55247268	26315	0	1	0
TCGA-A6-2677-01A	chr12	55247269	56000000	752732	1	1	0.752732
TCGA-A6-2677-01A	chr12	56000001	57000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	57000001	58000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	58000001	59000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	59000001	60000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	60000001	61000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	61000001	62000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	62000001	63000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	63000001	64000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	64000001	65000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	65000001	66000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	66000001	67000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	67000001	68000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	68000001	69000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	69000001	70000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	70000001	71000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	71000001	71132625	132625	1	1	0.132625
TCGA-A6-2677-01A	chr12	71132626	71137076	4451	0	1	0
TCGA-A6-2677-01A	chr12	71137077	72000000	862924	1	1	0.862924
TCGA-A6-2677-01A	chr12	72000001	73000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	73000001	74000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	74000001	75000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	75000001	76000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	76000001	77000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	77000001	78000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	78000001	79000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	79000001	80000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	80000001	81000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	81000001	82000000	1000000	1	1	1
TCGA-A6-2677-01A	chr12	82000001	83000000	1000000	1	1	1
