Sample	seqnames	start	end	width	Tool.Result	GS.Result	OL.Ratio
TCGA-4N-A93T-01A	chr1	55000001	56000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	56000001	57000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	57000001	58000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	58000001	58576268	576268	1	0	0.576268
TCGA-4N-A93T-01A	chr1	58576269	58631459	55191	0	0	0
TCGA-4N-A93T-01A	chr1	58631460	59000000	368541	1	0	0.368541
TCGA-4N-A93T-01A	chr1	59000001	60000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	60000001	61000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	61000001	62000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	62000001	63000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	63000001	64000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	64000001	65000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	65000001	66000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	66000001	67000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	67000001	68000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	68000001	69000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	69000001	70000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	70000001	71000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	71000001	72000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	72000001	73000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	73000001	74000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	74000001	75000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	75000001	76000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	76000001	77000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	77000001	78000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	78000001	79000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	79000001	80000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	80000001	81000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	81000001	82000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	82000001	83000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	83000001	84000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	84000001	85000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	85000001	86000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	86000001	87000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	87000001	88000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	88000001	89000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	89000001	90000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	90000001	91000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	91000001	92000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	92000001	93000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	93000001	94000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	94000001	95000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	95000001	96000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	96000001	97000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	97000001	98000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	98000001	99000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	99000001	100000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	100000001	101000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	101000001	102000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	102000001	103000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	103000001	104000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	104000001	105000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	105000001	106000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	106000001	107000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	107000001	108000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	108000001	109000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	109000001	110000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	110000001	111000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	111000001	112000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	112000001	113000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	113000001	114000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	114000001	115000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	115000001	116000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	116000001	117000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	117000001	118000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	118000001	119000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	119000001	120000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	120000001	121000000	1000000	1	0	1
TCGA-4N-A93T-01A	chr1	121000001	121568263	568263	1	0	0.568263
TCGA-4N-A93T-01A	chr1	121568264	122000000	431737	0	0	0
TCGA-4N-A93T-01A	chr1	122000001	123000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	123000001	124000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	124000001	125000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	125000001	126000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	126000001	127000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	127000001	128000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	128000001	129000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	129000001	130000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	130000001	131000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	131000001	132000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	132000001	133000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	133000001	134000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	134000001	135000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	135000001	136000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	136000001	137000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	137000001	138000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	138000001	139000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	139000001	140000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	140000001	141000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	141000001	142000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	142000001	143000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	143000001	144000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	144000001	145000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	145000001	146000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	146000001	147000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	147000001	148000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	148000001	149000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	149000001	150000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	150000001	151000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	151000001	152000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	152000001	153000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	153000001	154000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	154000001	155000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	155000001	156000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	156000001	157000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	157000001	158000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	158000001	159000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	159000001	160000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	160000001	161000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	161000001	162000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	162000001	163000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	163000001	164000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	164000001	165000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	165000001	166000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	166000001	167000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	167000001	168000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	168000001	169000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	169000001	170000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	170000001	171000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	171000001	172000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	172000001	173000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	173000001	174000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	174000001	175000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	175000001	176000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	176000001	177000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	177000001	178000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	178000001	179000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	179000001	180000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	180000001	181000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	181000001	182000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	182000001	183000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	183000001	184000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	184000001	185000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	185000001	186000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	186000001	187000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	187000001	188000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	188000001	189000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	189000001	190000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	190000001	191000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	191000001	192000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	192000001	193000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	193000001	194000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	194000001	195000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	195000001	196000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	196000001	197000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	197000001	198000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	198000001	199000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	199000001	200000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	200000001	201000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	201000001	202000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	202000001	203000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	203000001	204000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	204000001	205000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	205000001	206000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	206000001	207000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	207000001	208000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	208000001	209000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	209000001	210000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	210000001	211000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	211000001	212000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	212000001	213000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	213000001	214000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	214000001	215000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	215000001	216000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	216000001	217000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	217000001	218000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	218000001	219000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	219000001	220000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	220000001	221000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	221000001	222000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	222000001	223000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	223000001	224000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	224000001	225000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	225000001	226000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	226000001	227000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	227000001	228000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	228000001	229000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	229000001	230000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	230000001	231000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	231000001	232000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	232000001	233000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	233000001	234000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	234000001	235000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	235000001	236000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	236000001	237000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	237000001	238000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	238000001	239000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	239000001	240000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	240000001	241000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	241000001	242000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	242000001	243000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	243000001	244000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	244000001	245000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	245000001	246000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	246000001	247000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	247000001	248000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr1	248000001	248956422	956422	0	0	0
TCGA-4N-A93T-01A	chr3	1	18322	18322	0	0	0
TCGA-4N-A93T-01A	chr3	18323	1000000	981678	0	1	0
TCGA-4N-A93T-01A	chr3	1000001	2000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	2000001	3000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	3000001	4000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	4000001	5000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	5000001	6000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	6000001	7000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	7000001	8000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	8000001	9000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	9000001	10000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	10000001	11000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	11000001	12000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	12000001	13000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	13000001	14000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	14000001	15000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	15000001	16000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	16000001	17000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	17000001	18000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	18000001	19000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	19000001	20000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	20000001	21000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	21000001	22000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	22000001	23000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	23000001	24000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	24000001	25000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	25000001	26000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	26000001	27000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	27000001	28000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	28000001	29000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	29000001	30000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	30000001	31000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	31000001	32000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	32000001	33000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	33000001	34000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	34000001	35000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	35000001	36000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	36000001	37000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	37000001	38000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	38000001	39000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	39000001	40000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	40000001	41000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	41000001	42000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	42000001	43000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	43000001	44000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	44000001	45000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	45000001	46000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	46000001	47000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	47000001	48000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	48000001	49000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	49000001	50000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	50000001	51000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	51000001	52000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	52000001	53000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	53000001	54000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	54000001	55000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	55000001	56000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	56000001	57000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	57000001	58000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	58000001	59000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	59000001	60000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	60000001	61000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	61000001	62000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	62000001	63000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	63000001	64000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	64000001	65000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	65000001	66000000	1000000	0	1	0
TCGA-4N-A93T-01A	chr3	66000001	66015277	15277	0	1	0
TCGA-4N-A93T-01A	chr3	66015278	67000000	984723	0	0	0
TCGA-4N-A93T-01A	chr3	67000001	68000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	68000001	69000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	69000001	70000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	70000001	71000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	71000001	72000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	72000001	73000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	73000001	74000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	74000001	75000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	75000001	76000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	76000001	77000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	77000001	78000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	78000001	79000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	79000001	80000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	80000001	81000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	81000001	82000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	82000001	83000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	83000001	84000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	84000001	85000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	85000001	86000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	86000001	87000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	87000001	88000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	88000001	89000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	89000001	90000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	90000001	91000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	91000001	92000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	92000001	93000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	93000001	94000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	94000001	95000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	95000001	96000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	96000001	97000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	97000001	98000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	98000001	99000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	99000001	100000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	100000001	101000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	101000001	102000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	102000001	103000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	103000001	104000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	104000001	105000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	105000001	106000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	106000001	107000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	107000001	108000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	108000001	109000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	109000001	110000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	110000001	111000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	111000001	112000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	112000001	113000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	113000001	114000000	1000000	0	0	0
TCGA-4N-A93T-01A	chr3	114000001	115000000	1000000	0	0	0
